symbol_underlying,symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
B3SA3,B3SAE,OP,P,11.56,-46500,0.75,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,19.99,21300,13.03,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,19,500,1.11,BRL,1,2022-1-1
ITUB4,ITB4E,OP,P,23.91,2400,1.73,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,25.85,300,4.41,BRL,1,2022-1-1
TAE11,TAE1A,OP,C,35,12500,2.06,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,9,39400,3.76,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,32.9,5000,0.01,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,18.57,-367300,0.01,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,103.47,15400,0.04,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,5.72,22800,0.87,BRL,1,2022-8-2
USIM5,USIME,OP,P,16.32,-72600,2.91,BRL,1,2021-7-12
ELET6,ELE6A,OP,C,34.5,-100,0.33,BRL,1,2021-7-12
VIIA3,VIA3E,OP,C,8.7,41100,0.01,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,48.66,12600,2.59,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,5.8,-32100,0.81,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,19.74,-143600,0.01,BRL,1,2021-7-12
PCAR3,PCA3A,OP,C,29.5,3400,0.01,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,7.2,19400,2.03,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,30.1,-100,2.98,BRL,1,2022-5-7
PETR4,PTR4E,OP,P,27.99,72800,0.53,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,7.2,-74500,0.1,BRL,1,2022-1-1
ITUB4,ITB4A,OP,C,23.16,142200,0.31,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,14.5,9700,9.24,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,18.98,12000,7.89,BRL,1,2021-7-12
GOAU4,GOA4E,OP,P,10.29,4000,0.43,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,49,12100,1.03,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,18,-100,0.02,BRL,1,2022-7-6
PETR4,PTR4E,OP,P,37.6,-400,7.55,BRL,1,2022-7-6
ABEV3,ABV3E,OP,P,17.4,40000,1.66,BRL,1,2022-8-2
BBDC4,BDC4E,OP,P,18.68,93700,0.56,BRL,1,2022-1-1
BBDC3,BDC3E,OP,C,19.5,500,0.37,BRL,1,2022-8-2
GGBR4,GGB4E,OP,P,25.15,41200,0.6,BRL,1,2021-7-12
BOV11,BOV9E,OP,C,137,38239,0.01,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,20.74,-1100,0.01,BRL,1,2021-7-12
B3SA3,B3SAE,OP,C,13.85,-2400,0.07,BRL,1,2022-1-1
EMBR3,EMB3A,OP,C,24,9500,0.28,BRL,1,2022-1-1
BRFS3,BRF3A,OP,C,35.5,14800,0.01,BRL,1,2021-7-12
B3SA3,B3SAE,OP,C,19.56,200,0.01,BRL,1,2022-8-3
USIM5,USIMA,OP,C,15.82,114000,0.09,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,26.16,3400,3.85,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,14.56,22300,3.5,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,17.31,2800,6.23,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,12.6,-32100,1.66,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,63.47,7500,1.66,BRL,1,2022-1-1
USIM5,USIME,OP,P,9.76,-5200,0.14,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,26.74,22000,3.13,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,29.6,2100,1.78,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,60.47,62400,1.12,BRL,1,2022-1-1
LAME4,LAM4E,OP,C,6.4,-4000,0.05,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,19.66,19900,0.08,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,16.24,14200,0.01,BRL,1,2021-7-12
SHOP,SHOP,ST,,,,1459.71,USD,1,
VBBR3,VBB3E,OP,P,23.22,3200,2.12,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,14,-103600,0.01,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,78.61,-16100,10.14,BRL,1,2022-4-4
VIIA3,VIA3E,OP,C,11.75,-19400,0.01,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,24.65,-6400,0.47,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,16.65,10500,1.2,BRL,1,2022-8-2
VALE3,VAL3A,OP,C,56.47,-200,14.14,BRL,1,2021-7-12
USIM5,USIME,OP,P,13.82,77600,0.87,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,48.5,15800,6.8,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,31.24,-326000,0.42,BRL,1,2021-7-12
PCAR3,PCA3E,OP,P,23.5,12300,1.97,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,15.81,60400,4.74,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,30.99,185000,1.91,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,35.48,-12600,2.03,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,5.6,41900,0.2,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,28.96,5200,3.4,BRL,1,2022-1-1
ESCOQ,QQQ,OP,P,299,650,1.35,USD,100,2022-1-1
B3SA3,B3SAE,OP,C,14.82,-100,0.08,BRL,1,2022-8-2
B3SA3,B3SAE,OP,C,15.31,-34300,0.01,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,19.74,-400,3.06,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,6.52,1900,1.44,BRL,1,2022-8-2
ITSA4,ITSAE,OP,C,8.82,3600,0.87,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,28.37,-200,3.22,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,29.05,-100,4.03,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,33.1,-59600,0.54,BRL,1,2022-1-1
BBAS3,BBASA,OP,C,35.21,7100,0.49,BRL,1,2022-1-1
VBBR3,VBB3E,OP,P,22.72,36600,1.71,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,22.14,32340,2.3,BRL,1,2021-7-12
USIM5,USIMA,OP,C,14.82,88900,0.22,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,41.48,10000,0.03,BRL,1,2021-7-12
MRFG3,MRF3E,OP,P,26.6,-51700,4.72,BRL,1,2021-7-12
PCAR3,PCA3A,OP,C,22,-2100,1.36,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,17.9,41100,2.02,BRL,1,2022-8-2
VIIA3,VIA3E,OP,P,8.8,100600,3.57,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,19.49,127100,0.01,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,17,305200,1.32,BRL,1,2022-1-1
UGPA3,UGP3E,OP,P,15.3,7200,1.45,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,33.6,-89000,1.52,BRL,1,2022-4-4
PETR4,PTR4E,OP,C,39.85,4100,0.87,BRL,1,2022-7-6
CSNA3,CSN3E,OP,P,23,40400,2.44,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,25,45000,0.1,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,59.47,-6900,0.98,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,32.49,-104600,0.19,BRL,1,2021-7-12
GOAU4,GOA4E,OP,P,12.01,7100,1.24,BRL,1,2021-7-12
BOV11,BOV9A,OP,C,136,-4908,0.01,BRL,1,2022-1-1
BBDC4,BDC4A,OP,C,19.82,292000,0.68,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,33.05,-5600,1.1,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,5.6,-100,0.38,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,9.09,-217500,0.19,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,34.1,-40700,0.76,BRL,1,2022-8-2
VALE3,VAL3E,OP,C,88.47,-32000,0.05,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,25.74,-397100,0.24,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,12.57,8600,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,87.61,-15000,16.61,BRL,1,2022-4-4
XLI,XLI,ST,,,-6000,99.37,USD,1,
B3SA3,B3SAE,OP,P,6.98,33700,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,6.8,70200,0.04,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,67.61,25500,4.45,BRL,1,2022-4-4
PCAR3,PCA3A,OP,C,22,14400,0.78,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,11,48000,0.01,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,7.8,19400,0.3,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,99.47,68200,28.85,BRL,1,2021-7-12
MGLU3,MGL3E,OP,C,15.49,53800,0.01,BRL,1,2021-7-12
EGIE1,EGE3E,OP,P,39.5,-11000,1.61,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,5.8,-1800,0.72,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,60.47,3200,10.4,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,24.98,2100,0.01,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,37.1,18000,1.34,BRL,1,2022-7-6
LAME4,LAM4E,OP,C,6.6,-42100,0.04,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,6.5,12400,1.42,BRL,1,2021-7-12
ELET6,ELE6A,OP,C,31.5,-6000,2.34,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,21.25,4500,15.97,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,29.12,98300,2.58,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,99.47,181800,28.08,BRL,1,2022-1-1
USIM5,USIME,OP,C,13.57,-3500,0.64,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,25.6,8000,4.62,BRL,1,2022-1-1
ITUB4,ITB4E,OP,C,27.91,-20200,0.01,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,27.87,300,3.67,BRL,1,2021-7-12
ELET3,ELET3,ST,,,85800,32.75,BRL,1,
BBAS3,BBASE,OP,P,31.46,48700,1.55,BRL,1,2022-1-1
CYRE3,CYR3E,OP,P,14.41,26400,1.46,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,47,8100,6.67,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,21.4,-19400,0.08,BRL,1,2021-7-12
KLBN1,KLB1E,OP,P,23.65,4100,0.86,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,95.47,3900,0.11,BRL,1,2022-1-1
CSNA3,CSN3E,OP,P,24.23,4900,2.83,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,12.07,-1800,0.01,BRL,1,2021-7-12
ELET3,ELE3E,OP,P,32.05,900,0.83,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,14.57,-39700,1.43,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,14.24,1200,0.01,BRL,1,2021-7-12
SANB1,SAN1A,OP,C,36.2,-33100,0.13,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,107.47,7500,0.03,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,73.61,34700,7.21,BRL,1,2022-4-4
GGBR4,GGB4E,OP,P,22.9,83100,0.19,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,81,54900,0.01,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,6.6,34300,1.51,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,19,-5000,0.65,BRL,1,2021-7-12
BRAP4,BRA4E,OP,P,51.66,-12400,2.7,BRL,1,2021-7-12
ESCOQ,ESCOQ,ST,,,-14567,387.12,USD,1,
BOV11,BOV9E,OP,C,125,-45485,0.01,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,26.5,1400,21.19,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,21.23,-78500,0.89,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,14.99,21100,8.05,BRL,1,2021-7-12
BOV11,BOV9E,OP,C,77.5,100,19.91,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,28.16,-22200,0.01,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,30.62,-18100,1.48,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,87.97,14100,0.36,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,63.47,10400,9.1,BRL,1,2022-1-1
BRML3,BRM3E,OP,P,7.6,-4300,0.27,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,30.74,35500,1.74,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,12.49,23700,0.04,BRL,1,2022-1-1
BBDC3,BDC3A,OP,C,17.61,-13700,0.28,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,21.5,-5000,1.62,BRL,1,2022-1-1
JBSS3,JBS3E,OP,P,37.48,-4600,3.62,BRL,1,2021-7-12
B3SA3,B3SAA,OP,C,11.56,148500,0.23,BRL,1,2021-7-12
GOAU4,GOAU4,ST,,,336800,10.8,BRL,1,
ITUB4,ITB4A,OP,C,24.74,200,0.32,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,47,-15000,0.62,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,24,46200,4.7,BRL,1,2021-7-12
EGIE1,EGE3E,OP,P,40,1300,1.92,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,22.49,700,7.2,BRL,1,2021-7-12
BRML3,BRM3E,OP,P,7.8,-55500,0.37,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,54.66,71900,0.31,BRL,1,2021-7-12
AAPL,AAPL,OP,P,127.5,1205,0.6,USD,100,2022-1-1
PETR4,PTR4E,OP,C,19.99,4000,9.69,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,6.4,4500,0.18,BRL,1,2022-1-1
BRFS3,BRF3A,OP,C,20.5,-4700,0.35,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,15.75,6300,10.35,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,50,-1800,5.8,BRL,1,2022-1-1
ABEV3,ABV3E,OP,C,15.32,-100,0.81,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,8.49,-46600,0.11,BRL,1,2021-7-12
GGBR4,GGB4E,OP,C,30.15,50000,0.08,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,56.47,-63800,0.14,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,39.98,800,18.23,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,16.32,170400,0.68,BRL,1,2021-7-12
LAME4,LAM4E,OP,C,5.6,-5000,0.17,BRL,1,2021-7-12
EQTL3,EQT3E,OP,P,25.03,600,2.34,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,31.46,-72500,1.78,BRL,1,2022-1-1
RADL3,RAL3A,OP,C,24.87,4100,0.04,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,31.62,13500,1.16,BRL,1,2021-7-12
CIEL3,CIL3E,OP,P,2.26,73900,0.28,BRL,1,2021-7-12
CYRE3,CYR3A,OP,C,15.91,-27800,0.07,BRL,1,2021-7-12
RADL3,RAL3E,OP,P,23.62,30000,1.89,BRL,1,2021-7-12
HYPE,HYP3E,OP,P,28.5,11800,2.11,BRL,1,2022-1-1
BRAP4,BRA4A,OP,C,57.66,1300,0.06,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,36.98,32500,0.92,BRL,1,2022-1-1
ITUB4,ITB4A,OP,C,24.16,-181100,0.1,BRL,1,2021-7-12
CYRE3,CYR3E,OP,P,13.5,2500,1.26,BRL,1,2022-1-1
BBAS3,BBASA,OP,C,28.21,36600,3.99,BRL,1,2022-1-1
BBSE3,BBS3E,OP,P,20.75,100,0.97,BRL,1,2022-8-2
ITSA4,ITSAA,OP,C,10.72,34800,0.01,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,20.77,124670,1.16,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,67.47,19700,6.29,BRL,1,2022-1-1
ABEV3,ABV3A,OP,C,15.57,-331900,0.63,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,23.98,-30400,0.01,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,26,20600,0.03,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,13.99,23900,0.02,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,53,6400,2.48,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,18,62300,12.73,BRL,1,2021-7-12
BRFS3,BRF3A,OP,C,23,3300,0.06,BRL,1,2021-7-12
HYPE,HYP3E,OP,P,29.97,3200,3.13,BRL,1,2021-7-12
CYRE3,CYR3A,OP,C,13.91,-17300,0.45,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,19,-39400,1.4,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,38.21,300,0.38,BRL,1,2022-9-8
BRAP4,BRA4E,OP,P,54.66,-84800,4.92,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,25.49,42100,4.28,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,8.69,33000,1.9,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,24.6,18000,5.5,BRL,1,2022-1-1
YDUQ3,YDU3A,OP,C,20.5,-34500,2.05,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,107.47,-4700,35.94,BRL,1,2022-1-1
B3SA3,B3SAA,OP,C,11.06,28500,0.44,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,15,-5500,0.36,BRL,1,2022-1-1
ITUB4,ITB4A,OP,C,25.24,13400,0.23,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,32.21,32400,1.92,BRL,1,2022-1-1
CIEL3,CIL3E,OP,P,2.06,-108100,0.12,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,13.49,-12600,6.56,BRL,1,2021-7-12
HYPE,HYP3A,OP,C,28.72,-25400,0.22,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,30.71,-20300,2.21,BRL,1,2022-1-1
CMIG4,CMG4A,OP,C,13.5,-23800,0.49,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,10.74,-49900,3.82,BRL,1,2021-7-12
SPY,SPY,OP,P,411,-70,2.355,USD,100,2021-7-12
VALE3,VAL3E,OP,P,105.47,8100,34.82,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,76.47,254300,7.45,BRL,1,2022-1-1
TAE11,TAE1E,OP,P,37.5,21400,1.64,BRL,1,2021-7-12
VBBR3,VBB3A,OP,C,24.22,70900,0.07,BRL,1,2021-7-12
CYRE3,CYR3E,OP,P,19.41,2300,6.16,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,20.24,4500,0.34,BRL,1,2022-1-1
B3SA3,B3SAE,OP,C,7.98,500,3.07,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,27.6,-37000,1.58,BRL,1,2022-4-4
CIEL3,CIL3E,OP,P,2.16,-45000,0.24,BRL,1,2022-1-1
BRFS3,BRF3A,OP,C,24.5,-1200,0.03,BRL,1,2021-7-12
TAE11,TAE1A,OP,C,35.5,-10100,0.98,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,6.5,10700,0.05,BRL,1,2021-7-12
BOV11,BOV9A,OP,C,99,-233795,3.75,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,11.99,-53300,0.04,BRL,1,2022-1-1
VBBR3,VBB3A,OP,C,25.72,62400,0.02,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,4.8,-10100,0.19,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,21,2900,0.99,BRL,1,2022-1-1
VALE3,VAL3E,OP,C,88.97,64900,0.31,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,9.29,25300,0.16,BRL,1,2022-1-1
EQTL3,EQT3A,OP,C,24,-34300,0.61,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,7.4,-75400,2.18,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,22.48,80700,2.02,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,16.5,6100,11.09,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,22.64,70700,2.77,BRL,1,2021-7-12
VBBR3,VBB3A,OP,C,27.72,100,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,98.47,17500,27.85,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,24.1,195000,1.07,BRL,1,2022-5-7
VALE3,VAL3A,OP,C,105.47,42500,0.01,BRL,1,2021-7-12
BBDC4,BDC4E,OP,C,20.07,-1000,0.56,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,16.5,-74600,1,BRL,1,2022-1-1
BRAP4,BRA4E,OP,P,47,2000,1.49,BRL,1,2022-1-1
CSNA3,CSN3A,OP,C,24.23,71400,0.29,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,47,7400,4.78,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,105.47,-79500,33.97,BRL,1,2022-1-1
EMBR3,EMB3E,OP,P,22.5,28400,4.37,BRL,1,2022-1-1
ELET3,ELE3E,OP,P,39.05,6000,6.33,BRL,1,2021-7-12
ITSA4,ITSAE,OP,P,10.47,80400,0.83,BRL,1,2021-7-12
ELET6,ELE6A,OP,C,31.5,-6000,1.48,BRL,1,2021-7-12
UGPA3,UGP3E,OP,P,14.8,-10500,1.07,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,31.48,-2000,0.82,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,13.56,190100,2.52,BRL,1,2021-7-12
MSFT,MSFT,ST,,,0,330.08,USD,1,
BBDC4,BDC4E,OP,C,21.66,-24400,0.46,BRL,1,2022-1-1
CMIG4,CMG4A,OP,C,18,100,0.01,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,23.71,50900,0.1,BRL,1,2022-1-1
ABEV3,ABV3E,OP,P,18,287000,2.1,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,30.35,-500,2.31,BRL,1,2022-8-2
MGLU3,MGL3E,OP,C,17.49,36900,0.01,BRL,1,2021-7-12
VIVT3,VVI3E,OP,P,51,-1700,2.25,BRL,1,2022-1-1
EQTL3,EQT3A,OP,C,23.53,-22700,0.3,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,28.62,-141700,0.27,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,18.49,3600,11.18,BRL,1,2021-7-12
BRML3,BRM3E,OP,P,9.5,100,1.8,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,80.97,28600,0.19,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,10.06,-1500,0.16,BRL,1,2021-7-12
CMIG4,CMG4A,OP,C,13,-200,0.72,BRL,1,2022-1-1
BBAS3,BBASA,OP,C,28.62,-43600,3,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,14.82,-71000,0.12,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,22.99,18500,1.31,BRL,1,2022-1-1
EQTL3,EQT3A,OP,C,22.5,-1800,1.29,BRL,1,2022-1-1
UGPA3,UGP3E,OP,P,23.3,1000,9.29,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,14.57,-114900,0.09,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,7.89,9800,1.28,BRL,1,2022-1-1
YDUQ3,YDU3E,OP,P,21.5,92000,0.98,BRL,1,2021-7-12
KLBN1,KLB1A,OP,C,24.4,35400,0.59,BRL,1,2021-7-12
BOV11,BOV9A,OP,C,94,-5579,4.76,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,29.16,-3700,0.01,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,27.23,-45700,0.05,BRL,1,2021-7-12
MGLU3,MGL3E,OP,C,10.99,33000,0.02,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,67.47,102500,2.78,BRL,1,2022-1-1
GGBR4,GGB4E,OP,C,25.65,-9100,1.36,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,104.47,-100,0.01,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,26.68,15360,6.74,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,75.61,33200,8.31,BRL,1,2022-4-4
GGBR4,GGB4A,OP,C,23.78,-14200,3.37,BRL,1,2022-1-1
ELET3,ELE3A,OP,C,35.05,4400,0.43,BRL,1,2021-7-12
CIEL3,CIL3A,OP,C,3.76,-2800,0.01,BRL,1,2021-7-12
EGIE1,EGE3E,OP,P,39,-2500,1.34,BRL,1,2022-1-1
PETR3,PTR3E,OP,P,29.5,-36200,1.15,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,18.99,12200,12.03,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,111,8414,13.09,BRL,1,2022-1-1
ELET6,ELE6A,OP,C,36.5,18000,0.5,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,47.5,7900,0.71,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,40.47,-1000,0.65,BRL,1,2022-1-10
GOAU4,GOA4E,OP,P,11.01,22200,0.51,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,132.47,-1000,0.01,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,9.49,-111900,0.05,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,34.98,-7000,1.65,BRL,1,2022-1-1
HYPE,HYP3A,OP,C,29.5,-15400,0.49,BRL,1,2022-1-1
PCAR3,PCA3E,OP,P,30.5,-5300,8.67,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,24,-100,0.97,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,33.21,200,2.51,BRL,1,2022-1-1
CYRE3,CYR3E,OP,P,16,10000,2.96,BRL,1,2022-1-1
BBSE3,BBS3E,OP,P,20.48,50400,0.49,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,22.66,158100,0.84,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,26.15,-13200,0.98,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,36.48,-2600,2.78,BRL,1,2021-7-12
GOAU4,GOA4A,OP,C,10.01,60600,0.96,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,26.68,100,0.01,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,37.98,-700,0.18,BRL,1,2021-7-12
JBSS3,JBS3A,OP,C,36.48,9900,1.08,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,10.99,16900,4.01,BRL,1,2022-1-1
MGLU3,MGL3E,OP,C,12.99,196100,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,83.47,25300,13,BRL,1,2021-7-12
B3SA3,B3SAA,OP,C,15.06,-100,0.01,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,13.74,2700,6.81,BRL,1,2021-7-12
GOAU4,GOA4E,OP,P,11.29,30000,0.89,BRL,1,2022-1-1
CIEL3,CIL3E,OP,P,2.06,-31000,0.18,BRL,1,2022-1-1
ITUB4,ITB4A,OP,C,22.74,-266700,0.99,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,50,10400,2.47,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,9.41,-18000,0.08,BRL,1,2021-7-12
